Sample;Destination.Plate.Barcode;Plate.Number;Dispensing.Set;Combination.ID;Drug;CAS.number;Drug.Concentration;Unit;Transfer.Volume;Source.Plate.Barcode;Source.Well;Destination.Well;CPS
OVCAR-8 R1;PID3-0726A1;1;A;1998;H2O;7732-18-5;100;%;10;C008;C24;Q43;2656000
OVCAR-8 R1;PID3-0726A1;1;A;2324;DMSO;67-68-5;0.2;%;5;C008;A2;Q44;2745320
OVCAR-8 R1;PID3-0726A1;1;A;2324;Entrektinib (RXDX-101);1108743-60-7;123.4568;nM;5;M006;C2;Q44;2745320
OVCAR-8 R1;PID3-0726A1;1;A;435;DMSO;67-68-5;0.2;%;5;C008;A3;Q45;2858320
OVCAR-8 R1;PID3-0726A1;1;A;435;Vemurafenib (PLX4032);918504-65-1;1250;nM;5;M006;G10;Q45;2858320
OVCAR-8 R1;PID3-0726A1;1;A;1544;Alpelisib (BYL719);1217486-61-7;64;nM;5;M006;H16;Q46;2633080
OVCAR-8 R1;PID3-0726A1;1;A;1544;Paclitaxel (NSC 125973);33069-62-4;7.8125;nM;5;M006;E13;Q46;2633080
OVCAR-8 R1;PID3-0726A1;1;A;1848;Pictilisib (GDC-0941);957054-30-7;20000;nM;10;M006;F1;Q47;643960
OVCAR-8 R1;PID3-0726A1;1;A;1672;Paclitaxel (NSC 125973);33069-62-4;0.9765625;nM;5;M006;E14;R2;2057440
OVCAR-8 R1;PID3-0726A1;1;A;1672;Carboplatin (NSC 241240);41575-94-4;10000;nM;5;M006;L2;R2;2057440
OVCAR-8 R1;PID3-0726A1;1;A;3097;DMSO;67-68-5;0.2;%;5;C008;A12;R3;1237960
OVCAR-8 R1;PID3-0726A1;1;A;3097;AZD7762;860352-01-8;320;nM;5;M006;H20;R3;1237960
OVCAR-8 R1;PID3-0726A1;1;A;2749;Nutlin-3a;675576-98-4;625;nM;5;M006;J19;R4;2197560
OVCAR-8 R1;PID3-0726A1;1;A;2749;Niraparib (MK-4827);1038915-60-4;625;nM;5;M006;E4;R4;2197560
OVCAR-8 R1;PID3-0726A1;1;A;3210;Defactinib (VS-6063, PF-04554878);1073154-85-4;625;nM;5;M006;B16;R5;2311720
OVCAR-8 R1;PID3-0726A1;1;A;3210;Olaparib (AZD2281);763113-22-0;10000;nM;5;M006;E5;R5;2311720
OVCAR-8 R1;PID3-0726A1;1;A;3083;Everolimus (RAD001);159351-69-6;0.04;nM;5;M006;I13;R6;1610960
OVCAR-8 R1;PID3-0726A1;1;A;3083;Niraparib (MK-4827);1038915-60-4;10000;nM;5;M006;D24;R6;1610960
OVCAR-8 R1;PID3-0726A1;1;A;3279;Simvastatin (MK 733);79902-63-9;1250;nM;5;M006;K9;R7;2329080
OVCAR-8 R1;PID3-0726A1;1;A;3279;Carboplatin (NSC 241240);41575-94-4;5000;nM;5;M006;L3;R7;2329080
OVCAR-8 R1;PID3-0726A1;1;A;1412;Trametinib (GSK1120212);871700-17-3;8;nM;5;M006;G5;R8;1785880
OVCAR-8 R1;PID3-0726A1;1;A;1412;Navitoclax (ABT-263);923564-51-6;1250;nM;5;M006;D17;R8;1785880
OVCAR-8 R1;PID3-0726A1;1;A;1509;Venetoclax (ABT-199);1257044-40-8;1250;nM;5;M006;G15;R9;2350280
OVCAR-8 R1;PID3-0726A1;1;A;1509;Niraparib (MK-4827);1038915-60-4;1250;nM;5;M006;E3;R9;2350280
OVCAR-8 R1;PID3-0726A1;1;A;1857;Vismodegib (GDC-0449);879085-55-9;625;nM;5;M006;K20;R10;2508400
OVCAR-8 R1;PID3-0726A1;1;A;1857;Trametinib (GSK1120212);871700-17-3;0.8;nM;5;M006;G6;R10;2508400
OVCAR-8 R1;PID3-0726A1;1;A;904;Olaparib (AZD2281);763113-22-0;1250;nM;5;M006;E8;R11;1542920
OVCAR-8 R1;PID3-0726A1;1;A;904;Binimetinib (MEK162);606143-89-9;1428.571;nM;5;M006;A7;R11;1542920
OVCAR-8 R1;PID3-0726A1;1;A;152;Selpercatinib (LOXO-292);2152628-33-4;625;nM;5;M006;K5;R12;2003840
OVCAR-8 R1;PID3-0726A1;1;A;152;Olaparib (AZD2281);763113-22-0;10000;nM;5;M006;E5;R12;2003840
OVCAR-8 R1;PID3-0726A1;1;A;1123;DMSO;67-68-5;0.2;%;5;C008;A12;R13;2341400
OVCAR-8 R1;PID3-0726A1;1;A;1123;Metformin;657-24-9;2500;nM;5;M006;D6;R13;2341400
OVCAR-8 R1;PID3-0726A1;1;A;689;Trametinib (GSK1120212);871700-17-3;8000;nM;5;M006;G2;R14;182040
OVCAR-8 R1;PID3-0726A1;1;A;689;Niclosamide (BAY2353);50-65-7;10000;nM;5;M006;D19;R14;182040
OVCAR-8 R1;PID3-0726A1;1;A;14;DMSO;67-68-5;0.2;%;5;C008;A2;R15;1805960
OVCAR-8 R1;PID3-0726A1;1;A;14;Binimetinib (MEK162);606143-89-9;204.0816;nM;5;M006;A8;R15;1805960
OVCAR-8 R1;PID3-0726A1;1;A;802;Trametinib (GSK1120212);871700-17-3;800;nM;5;M006;G3;R16;713000
OVCAR-8 R1;PID3-0726A1;1;A;802;Fludarabine (Fludara);21679-14-1;5000;nM;5;M006;C14;R16;713000
OVCAR-8 R1;PID3-0726A1;1;A;284;DMSO;67-68-5;0.2;%;5;C008;A19;R17;2458200
OVCAR-8 R1;PID3-0726A1;1;A;284;Vismodegib (GDC-0449);879085-55-9;10000;nM;5;M006;K16;R17;2458200
OVCAR-8 R1;PID3-0726A1;1;A;1829;DMSO;67-68-5;0.2;%;5;C008;A21;R18;2411960
OVCAR-8 R1;PID3-0726A1;1;A;1829;Everolimus (RAD001);159351-69-6;0.4;nM;5;M006;I12;R18;2411960
OVCAR-8 R1;PID3-0726A1;1;A;1992;Olaparib (AZD2281);763113-22-0;1250;nM;5;M006;E8;R19;2362400
OVCAR-8 R1;PID3-0726A1;1;A;1992;Niclosamide (BAY2353);50-65-7;156.25;nM;5;M006;D22;R19;2362400
OVCAR-8 R1;PID3-0726A1;1;A;405;Carboplatin (NSC 241240);41575-94-4;1250;nM;5;M006;L5;R20;2357280
OVCAR-8 R1;PID3-0726A1;1;A;405;Binimetinib (MEK162);606143-89-9;29.15452;nM;5;M006;A9;R20;2357280
OVCAR-8 R1;PID3-0726A1;1;A;3368;Sorafenib (Nexavar);284461-73-0;8000;nM;5;M006;F16;R21;553200
OVCAR-8 R1;PID3-0726A1;1;A;3368;Paclitaxel (NSC 125973);33069-62-4;4000;nM;5;M006;E10;R21;553200
OVCAR-8 R1;PID3-0726A1;1;A;3280;Carboplatin (NSC 241240);41575-94-4;625;nM;5;M006;L6;R22;2216720
OVCAR-8 R1;PID3-0726A1;1;A;3280;Dexamethasone;50-02-2;625;nM;5;M006;B21;R22;2216720
OVCAR-8 R1;PID3-0726A1;1;A;2769;H2O;7732-18-5;100;%;5;C008;C14;R23;2261080
OVCAR-8 R1;PID3-0726A1;1;A;2769;Carboplatin (NSC 241240);41575-94-4;5000;nM;5;M006;L3;R23;2261080
OVCAR-8 R1;PID3-0726A1;1;A;1660;DMSO;67-68-5;0.2;%;10;C008;A13;R24;2521480
OVCAR-8 R1;PID3-0726A1;1;A;190;Carboplatin (NSC 241240);41575-94-4;625;nM;5;M006;L6;R25;2629800
OVCAR-8 R1;PID3-0726A1;1;A;190;AZD7762;860352-01-8;12.8;nM;5;M006;H22;R25;2629800
OVCAR-8 R1;PID3-0726A1;1;A;2667;DMSO;67-68-5;0.2;%;5;C008;A17;R26;2563160
OVCAR-8 R1;PID3-0726A1;1;A;2667;Olaparib (AZD2281);763113-22-0;1250;nM;5;M006;E8;R26;2563160
OVCAR-8 R1;PID3-0726A1;1;A;2541;Trametinib (GSK1120212);871700-17-3;8000;nM;5;M006;G2;R27;1242040
OVCAR-8 R1;PID3-0726A1;1;A;2541;Selumetinib (AZD6244);606143-52-6;10000;nM;5;M006;F11;R27;1242040
OVCAR-8 R1;PID3-0726A1;1;A;1443;DMSO;67-68-5;0.2;%;5;C008;A10;R28;2579320
OVCAR-8 R1;PID3-0726A1;1;A;1443;Erlotinib;183321-74-6;625;nM;5;M006;C5;R28;2579320
OVCAR-8 R1;PID3-0726A1;1;A;816;DMSO;67-68-5;0.2;%;5;C008;A4;R29;2657600
OVCAR-8 R1;PID3-0726A1;1;A;816;Cerdulatinib (PRT062070, PRT2070);1198300-79-6;1250;nM;5;M006;A14;R29;2657600
OVCAR-8 R1;PID3-0726A1;1;A;928;Entrektinib (RXDX-101);1108743-60-7;370.3704;nM;5;M006;C1;R30;1400480
OVCAR-8 R1;PID3-0726A1;1;A;928;Trametinib (GSK1120212);871700-17-3;800;nM;5;M006;G3;R30;1400480
OVCAR-8 R1;PID3-0726A1;1;A;220;Olaparib (AZD2281);763113-22-0;2500;nM;5;M006;E7;R31;2136320
OVCAR-8 R1;PID3-0726A1;1;A;220;Defactinib (VS-6063, PF-04554878);1073154-85-4;2500;nM;5;M006;B14;R31;2136320
OVCAR-8 R1;PID3-0726A1;1;A;462;Pictilisib (GDC-0941);957054-30-7;46.2963;nM;5;M006;F4;R32;2266960
OVCAR-8 R1;PID3-0726A1;1;A;462;Olaparib (AZD2281);763113-22-0;5000;nM;5;M006;E6;R32;2266960
OVCAR-8 R1;PID3-0726A1;1;A;1942;Trametinib (GSK1120212);871700-17-3;8;nM;5;M006;G5;R33;1756560
OVCAR-8 R1;PID3-0726A1;1;A;1942;Selumetinib (AZD6244);606143-52-6;3333.333;nM;5;M006;F12;R33;1756560
OVCAR-8 R1;PID3-0726A1;1;A;334;H2O;7732-18-5;100;%;10;C008;C3;R34;2694440
OVCAR-8 R1;PID3-0726A1;1;A;3073;Dasatinib (BMS-354825);302962-49-8;10;nM;5;M006;B10;R35;1916120
OVCAR-8 R1;PID3-0726A1;1;A;3073;Niraparib (MK-4827);1038915-60-4;5000;nM;5;M006;E1;R35;1916120
OVCAR-8 R1;PID3-0726A1;1;A;1305;Vemurafenib (PLX4032);918504-65-1;20000;nM;10;M006;G7;R36;2885360
OVCAR-8 R1;PID3-0726A1;1;A;3145;DMSO;67-68-5;0.2;%;5;C008;A24;R37;2657320
OVCAR-8 R1;PID3-0726A1;1;A;3145;Simvastatin (MK 733);79902-63-9;10000;nM;5;M006;K6;R37;2657320
OVCAR-8 R1;PID3-0726A1;1;A;1593;Carboplatin (NSC 241240);41575-94-4;625;nM;5;M006;L6;R38;2771360
OVCAR-8 R1;PID3-0726A1;1;A;1593;Dabrafenib ;1195765-45-7;625;nM;5;M006;B6;R38;2771360
OVCAR-8 R1;PID3-0726A1;1;A;979;Untreated;NA;0;NA;NA;NA;NA;R39;2744200
OVCAR-8 R1;PID3-0726A1;1;A;656;Vismodegib (GDC-0449);879085-55-9;10000;nM;5;M006;K16;R40;2258080
OVCAR-8 R1;PID3-0726A1;1;A;656;Olaparib (AZD2281);763113-22-0;10000;nM;5;M006;E5;R40;2258080
OVCAR-8 R1;PID3-0726A1;1;A;2672;LJH-685;1627710-50-2;625;nM;5;M006;J9;R41;2518640
OVCAR-8 R1;PID3-0726A1;1;A;2672;Niraparib (MK-4827);1038915-60-4;625;nM;5;M006;E4;R41;2518640
OVCAR-8 R1;PID3-0726A1;1;A;845;Vinorelbine ditartrate (Navelbine);125317-39-7;1;nM;5;M006;G21;R42;1222960
OVCAR-8 R1;PID3-0726A1;1;A;845;Paclitaxel (NSC 125973);33069-62-4;4000;nM;5;M006;E10;R42;1222960
OVCAR-8 R1;PID3-0726A1;1;A;2117;Niraparib (MK-4827);1038915-60-4;10000;nM;5;M006;D24;R43;181920
OVCAR-8 R1;PID3-0726A1;1;A;2117;Cerdulatinib (PRT062070, PRT2070);1198300-79-6;10000;nM;5;M006;A11;R43;181920
OVCAR-8 R1;PID3-0726A1;1;A;3296;Defactinib (VS-6063, PF-04554878);1073154-85-4;625;nM;5;M006;B16;R44;1274200
OVCAR-8 R1;PID3-0726A1;1;A;3296;Paclitaxel (NSC 125973);33069-62-4;4000;nM;5;M006;E10;R44;1274200
OVCAR-8 R1;PID3-0726A1;1;A;1722;Alpelisib (BYL719);1217486-61-7;64;nM;5;M006;H16;R45;2044640
OVCAR-8 R1;PID3-0726A1;1;A;1722;Niraparib (MK-4827);1038915-60-4;5000;nM;5;M006;E1;R45;2044640
OVCAR-8 R1;PID3-0726A1;1;A;368;Pertuzumab (anti-HER2);380610-27-5;20000;nM;10;M006;L17;R46;2745120
OVCAR-8 R1;PID3-0726A1;1;A;2087;Trametinib (GSK1120212);871700-17-3;0.8;nM;5;M006;G6;R47;382880
OVCAR-8 R1;PID3-0726A1;1;A;2087;Gemcitabine (LY-188011) HCl;122111-03-9;6000;nM;5;M006;C18;R47;382880
OVCAR-8 R1;PID3-0726A1;1;A;3567;Olaparib (AZD2281);763113-22-0;1250;nM;5;M006;E8;S2;1178360
OVCAR-8 R1;PID3-0726A1;1;A;3567;Flavopiridol (L86-8275) HCl;131740-09-5;92.59259;nM;5;M006;C11;S2;1178360
OVCAR-8 R1;PID3-0726A1;1;A;2344;Flunarizine 2HCl;30484-77-6;1250;nM;5;M006;I17;S3;1729200
OVCAR-8 R1;PID3-0726A1;1;A;2344;Paclitaxel (NSC 125973);33069-62-4;7.8125;nM;5;M006;E13;S3;1729200
OVCAR-8 R1;PID3-0726A1;1;A;1580;Paclitaxel (NSC 125973);33069-62-4;7.8125;nM;5;M006;E13;S4;1011720
OVCAR-8 R1;PID3-0726A1;1;A;1580;Pictilisib (GDC-0941);957054-30-7;1666.667;nM;5;M006;F2;S4;1011720
OVCAR-8 R1;PID3-0726A1;1;A;2148;Palbociclib;571190-30-2;1250;nM;5;M006;E18;S5;2161320
OVCAR-8 R1;PID3-0726A1;1;A;2148;Olaparib (AZD2281);763113-22-0;5000;nM;5;M006;E6;S5;2161320
OVCAR-8 R1;PID3-0726A1;1;A;2513;Trametinib (GSK1120212);871700-17-3;0.8;nM;5;M006;G6;S6;1638000
OVCAR-8 R1;PID3-0726A1;1;A;2513;Niraparib (MK-4827);1038915-60-4;10000;nM;5;M006;D24;S6;1638000
OVCAR-8 R1;PID3-0726A1;1;A;1708;Abemaciclib (LY2835219);1231929-97-7;80;nM;5;M006;H1;S7;2146200
OVCAR-8 R1;PID3-0726A1;1;A;1708;Olaparib (AZD2281);763113-22-0;1250;nM;5;M006;E8;S7;2146200
OVCAR-8 R1;PID3-0726A1;1;A;2006;Tamoxifen (ICI 46474);10540-29-1;10000;nM;5;M006;K11;S8;776200
OVCAR-8 R1;PID3-0726A1;1;A;2006;Paclitaxel (NSC 125973);33069-62-4;4000;nM;5;M006;E10;S8;776200
OVCAR-8 R1;PID3-0726A1;1;A;144;Carboplatin (NSC 241240);41575-94-4;1250;nM;5;M006;L5;S9;2450720
OVCAR-8 R1;PID3-0726A1;1;A;144;Nutlin-3a;675576-98-4;1250;nM;5;M006;J18;S9;2450720
OVCAR-8 R1;PID3-0726A1;1;A;1565;DMSO;67-68-5;0.2;%;10;C008;A16;S10;2522680
OVCAR-8 R1;PID3-0726A1;1;A;1524;Carboplatin (NSC 241240);41575-94-4;10000;nM;5;M006;L2;S11;1619360
OVCAR-8 R1;PID3-0726A1;1;A;1524;Paclitaxel (NSC 125973);33069-62-4;4000;nM;5;M006;E10;S11;1619360
OVCAR-8 R1;PID3-0726A1;1;A;2277;Gedatolisib (PKI-587);1197160-78-3;500;nM;5;M006;I20;S12;1100880
OVCAR-8 R1;PID3-0726A1;1;A;2277;Niraparib (MK-4827);1038915-60-4;5000;nM;5;M006;E1;S12;1100880
OVCAR-8 R1;PID3-0726A1;1;A;758;DMSO;67-68-5;0.2;%;5;C008;A12;S13;1488520
OVCAR-8 R1;PID3-0726A1;1;A;758;Niraparib (MK-4827);1038915-60-4;10000;nM;5;M006;D24;S13;1488520
OVCAR-8 R1;PID3-0726A1;1;A;1920;Trametinib (GSK1120212);871700-17-3;0.8;nM;5;M006;G6;S14;565640
OVCAR-8 R1;PID3-0726A1;1;A;1920;MK-2206 2HCl;1032350-13-2;10000;nM;5;M006;D9;S14;565640
OVCAR-8 R1;PID3-0726A1;1;A;3436;Venetoclax (ABT-199);1257044-40-8;1250;nM;5;M006;G15;S15;1735360
OVCAR-8 R1;PID3-0726A1;1;A;3436;Niraparib (MK-4827);1038915-60-4;5000;nM;5;M006;E1;S15;1735360
OVCAR-8 R1;PID3-0726A1;1;A;855;BzCl;121-54-0;100;μM;5;C008;B5;S16;138600
OVCAR-8 R1;PID3-0726A1;1;A;1390;DMSO;67-68-5;0.2;%;5;C008;A23;S17;2077080
OVCAR-8 R1;PID3-0726A1;1;A;1390;Tamoxifen (ICI 46474);10540-29-1;5000;nM;5;M006;K12;S17;2077080
OVCAR-8 R1;PID3-0726A1;1;A;3026;Quinacrine;83-89-6;625;nM;5;M006;J24;S18;1115240
OVCAR-8 R1;PID3-0726A1;1;A;3026;Trametinib (GSK1120212);871700-17-3;8000;nM;5;M006;G2;S18;1115240
OVCAR-8 R1;PID3-0726A1;1;A;254;Nutlin-3a;675576-98-4;2500;nM;5;M006;J17;S19;1091680
OVCAR-8 R1;PID3-0726A1;1;A;254;Paclitaxel (NSC 125973);33069-62-4;62.5;nM;5;M006;E12;S19;1091680
OVCAR-8 R1;PID3-0726A1;1;A;1318;DMSO;67-68-5;0.2;%;5;C008;A8;S20;2117240
OVCAR-8 R1;PID3-0726A1;1;A;1318;Quinacrine;83-89-6;5000;nM;5;M006;J21;S20;2117240
OVCAR-8 R1;PID3-0726A1;1;A;1813;Paclitaxel (NSC 125973);33069-62-4;7.8125;nM;5;M006;E13;S21;2185240
OVCAR-8 R1;PID3-0726A1;1;A;1813;Niclosamide (BAY2353);50-65-7;156.25;nM;5;M006;D22;S21;2185240
OVCAR-8 R1;PID3-0726A1;1;A;2105;DMSO;67-68-5;0.2;%;5;C008;A15;S22;2480920
OVCAR-8 R1;PID3-0726A1;1;A;2105;Venetoclax (ABT-199);1257044-40-8;10000;nM;5;M006;G12;S22;2480920
OVCAR-8 R1;PID3-0726A1;1;A;2197;Trametinib (GSK1120212);871700-17-3;800;nM;5;M006;G3;S23;697000
OVCAR-8 R1;PID3-0726A1;1;A;2197;Niclosamide (BAY2353);50-65-7;2500;nM;5;M006;D20;S23;697000
OVCAR-8 R1;PID3-0726A1;1;A;654;DMSO;67-68-5;0.2;%;5;C008;A14;S24;1828840
OVCAR-8 R1;PID3-0726A1;1;A;654;Binimetinib (MEK162);606143-89-9;204.0816;nM;5;M006;A8;S24;1828840
OVCAR-8 R1;PID3-0726A1;1;A;1685;Nutlin-3a;675576-98-4;2500;nM;5;M006;J17;S25;2132360
OVCAR-8 R1;PID3-0726A1;1;A;1685;Niraparib (MK-4827);1038915-60-4;2500;nM;5;M006;E2;S25;2132360
OVCAR-8 R1;PID3-0726A1;1;A;859;Tamoxifen (ICI 46474);10540-29-1;1250;nM;5;M006;K14;S26;2303760
OVCAR-8 R1;PID3-0726A1;1;A;859;Olaparib (AZD2281);763113-22-0;5000;nM;5;M006;E6;S26;2303760
OVCAR-8 R1;PID3-0726A1;1;A;646;DMSO;67-68-5;0.2;%;5;C008;A11;S27;2420040
OVCAR-8 R1;PID3-0726A1;1;A;646;Crizotinib (PF-02341066);877399-52-5;1250;nM;5;M006;A24;S27;2420040
OVCAR-8 R1;PID3-0726A1;1;A;2573;DMSO;67-68-5;0.2;%;5;C008;A17;S28;2702440
OVCAR-8 R1;PID3-0726A1;1;A;2573;Pertuzumab (anti-HER2);380610-27-5;10000;nM;5;M006;L17;S28;2702440
OVCAR-8 R1;PID3-0726A1;1;A;1880;Simvastatin (MK 733);79902-63-9;10000;nM;5;M006;K6;S29;1165120
OVCAR-8 R1;PID3-0726A1;1;A;1880;Trametinib (GSK1120212);871700-17-3;8000;nM;5;M006;G2;S29;1165120
OVCAR-8 R1;PID3-0726A1;1;A;3535;DMSO;67-68-5;0.2;%;5;C008;A14;S30;2421200
OVCAR-8 R1;PID3-0726A1;1;A;3535;Cerdulatinib (PRT062070, PRT2070);1198300-79-6;625;nM;5;M006;A15;S30;2421200
OVCAR-8 R1;PID3-0726A1;1;A;2607;Trametinib (GSK1120212);871700-17-3;8;nM;5;M006;G5;S31;1713840
OVCAR-8 R1;PID3-0726A1;1;A;2607;Fludarabine (Fludara);21679-14-1;5000;nM;5;M006;C14;S31;1713840
OVCAR-8 R1;PID3-0726A1;1;A;2551;Trametinib (GSK1120212);871700-17-3;0.8;nM;5;M006;G6;S32;2447920
OVCAR-8 R1;PID3-0726A1;1;A;2551;Erlotinib;183321-74-6;39.0625;nM;5;M006;C7;S32;2447920
OVCAR-8 R1;PID3-0726A1;1;A;3519;Selumetinib (AZD6244);606143-52-6;123.4568;nM;5;M006;F15;S33;2000640
OVCAR-8 R1;PID3-0726A1;1;A;3519;Niraparib (MK-4827);1038915-60-4;625;nM;5;M006;E4;S33;2000640
OVCAR-8 R1;PID3-0726A1;1;A;3431;DMSO;67-68-5;0.2;%;5;C008;A12;S34;2266520
OVCAR-8 R1;PID3-0726A1;1;A;3431;TNKS1/2 inhibitor (OM-153);2406278-81-5;5000;nM;5;M006;L8;S34;2266520
OVCAR-8 R1;PID3-0726A1;1;A;3397;Olaparib (AZD2281);763113-22-0;1250;nM;5;M006;E8;S35;2050280
OVCAR-8 R1;PID3-0726A1;1;A;3397;Afatinib (BIBW2992);850140-72-6;875;nM;5;M006;A4;S35;2050280
OVCAR-8 R1;PID3-0726A1;1;A;3459;Selpercatinib (LOXO-292);2152628-33-4;2500;nM;5;M006;K3;S36;2157440
OVCAR-8 R1;PID3-0726A1;1;A;3459;Olaparib (AZD2281);763113-22-0;2500;nM;5;M006;E7;S36;2157440
OVCAR-8 R1;PID3-0726A1;1;A;1364;DMSO;67-68-5;0.2;%;5;C008;A20;S37;1132080
OVCAR-8 R1;PID3-0726A1;1;A;1364;Trametinib (GSK1120212);871700-17-3;80;nM;5;M006;G4;S37;1132080
OVCAR-8 R1;PID3-0726A1;1;A;1340;Carboplatin (NSC 241240);41575-94-4;2500;nM;5;M006;L4;S38;2533600
OVCAR-8 R1;PID3-0726A1;1;A;1340;Palbociclib;571190-30-2;2500;nM;5;M006;E17;S38;2533600
OVCAR-8 R1;PID3-0726A1;1;A;2150;Carboplatin (NSC 241240);41575-94-4;625;nM;5;M006;L6;S39;2655040
OVCAR-8 R1;PID3-0726A1;1;A;2150;Adavosertib (MK-1775);955365-80-7;98.76543;nM;5;M006;H7;S39;2655040
OVCAR-8 R1;PID3-0726A1;1;A;729;Untreated;NA;0;NA;NA;NA;NA;S40;2611560
OVCAR-8 R1;PID3-0726A1;1;A;844;Cucurbitacin I (JSI-124);2222-07-3;166.6667;nM;5;M006;I6;S41;618960
OVCAR-8 R1;PID3-0726A1;1;A;844;Trametinib (GSK1120212);871700-17-3;80;nM;5;M006;G4;S41;618960
OVCAR-8 R1;PID3-0726A1;1;A;332;Paclitaxel (NSC 125973);33069-62-4;0.9765625;nM;5;M006;E14;S42;2027240
OVCAR-8 R1;PID3-0726A1;1;A;332;Olaparib (AZD2281);763113-22-0;10000;nM;5;M006;E5;S42;2027240
OVCAR-8 R1;PID3-0726A1;1;A;71;Paclitaxel (NSC 125973);33069-62-4;7.8125;nM;5;M006;E13;S43;628360
OVCAR-8 R1;PID3-0726A1;1;A;71;Luminespib (NVP-AUY922);747412-49-3;33.33333;nM;5;M006;J11;S43;628360
OVCAR-8 R1;PID3-0726A1;1;A;2962;Alpelisib (BYL719);1217486-61-7;12.8;nM;5;M006;H17;S44;1150760
OVCAR-8 R1;PID3-0726A1;1;A;2962;Paclitaxel (NSC 125973);33069-62-4;4000;nM;5;M006;E10;S44;1150760
OVCAR-8 R1;PID3-0726A1;1;A;908;DMSO;67-68-5;0.2;%;5;C008;A4;S45;619800
OVCAR-8 R1;PID3-0726A1;1;A;908;Sorafenib (Nexavar);284461-73-0;8000;nM;5;M006;F16;S45;619800
OVCAR-8 R1;PID3-0726A1;1;A;95;Pictilisib (GDC-0941);957054-30-7;7.716049;nM;5;M006;F5;S46;2278400
OVCAR-8 R1;PID3-0726A1;1;A;95;Olaparib (AZD2281);763113-22-0;625;nM;5;M006;E9;S46;2278400
OVCAR-8 R1;PID3-0726A1;1;A;2642;Alpelisib (BYL719);1217486-61-7;1600;nM;5;M006;H14;S47;926760
OVCAR-8 R1;PID3-0726A1;1;A;2642;Trametinib (GSK1120212);871700-17-3;800;nM;5;M006;G3;S47;926760
OVCAR-8 R1;PID3-0726A1;1;A;1724;Paclitaxel (NSC 125973);33069-62-4;0.9765625;nM;5;M006;E14;T2;380600
OVCAR-8 R1;PID3-0726A1;1;A;1724;Entrektinib (RXDX-101);1108743-60-7;10000;nM;5;M006;B22;T2;380600
OVCAR-8 R1;PID3-0726A1;1;A;3201;Panobinostat (LBH589);404950-80-7;2000;nM;5;M006;E20;T3;231560
OVCAR-8 R1;PID3-0726A1;1;A;3201;Olaparib (AZD2281);763113-22-0;10000;nM;5;M006;E5;T3;231560
OVCAR-8 R1;PID3-0726A1;1;A;2949;Vinorelbine ditartrate (Navelbine);125317-39-7;20000;nM;10;M006;G17;T4;702120
OVCAR-8 R1;PID3-0726A1;1;A;1031;Paclitaxel (NSC 125973);33069-62-4;62.5;nM;5;M006;E12;T5;1585920
OVCAR-8 R1;PID3-0726A1;1;A;1031;Dexamethasone;50-02-2;2500;nM;5;M006;B19;T5;1585920
OVCAR-8 R1;PID3-0726A1;1;A;595;Vismodegib (GDC-0449);879085-55-9;2500;nM;5;M006;K18;T6;2345880
OVCAR-8 R1;PID3-0726A1;1;A;595;Olaparib (AZD2281);763113-22-0;2500;nM;5;M006;E7;T6;2345880
OVCAR-8 R1;PID3-0726A1;1;A;2802;Carboplatin (NSC 241240);41575-94-4;625;nM;5;M006;L6;T7;1230520
OVCAR-8 R1;PID3-0726A1;1;A;2802;Binimetinib (MEK162);606143-89-9;10000;nM;5;M006;A6;T7;1230520
OVCAR-8 R1;PID3-0726A1;1;A;559;Trametinib (GSK1120212);871700-17-3;0.8;nM;5;M006;G6;T8;1307960
OVCAR-8 R1;PID3-0726A1;1;A;559;Lapatinib Ditosylate (Tykerb);231277-92-2;10000;nM;5;M006;C23;T8;1307960
OVCAR-8 R1;PID3-0726A1;1;A;2403;Sorafenib (Nexavar);284461-73-0;500;nM;5;M006;F20;T9;2639680
OVCAR-8 R1;PID3-0726A1;1;A;2403;Paclitaxel (NSC 125973);33069-62-4;0.9765625;nM;5;M006;E14;T9;2639680
OVCAR-8 R1;PID3-0726A1;1;A;967;DMSO;67-68-5;0.2;%;5;C008;A19;T10;2335800
OVCAR-8 R1;PID3-0726A1;1;A;967;Selpercatinib (LOXO-292);2152628-33-4;2500;nM;5;M006;K3;T10;2335800
OVCAR-8 R1;PID3-0726A1;1;A;418;Paclitaxel (NSC 125973);33069-62-4;0.9765625;nM;5;M006;E14;T11;1926360
OVCAR-8 R1;PID3-0726A1;1;A;418;Selpercatinib (LOXO-292);2152628-33-4;10000;nM;5;M006;K1;T11;1926360
OVCAR-8 R1;PID3-0726A1;1;A;603;Selumetinib (AZD6244);606143-52-6;123.4568;nM;5;M006;F15;T12;1557600
OVCAR-8 R1;PID3-0726A1;1;A;603;Niraparib (MK-4827);1038915-60-4;10000;nM;5;M006;D24;T12;1557600
OVCAR-8 R1;PID3-0726A1;1;A;3138;DMSO;67-68-5;0.2;%;5;C008;A23;T13;1349200
OVCAR-8 R1;PID3-0726A1;1;A;3138;Flavopiridol (L86-8275) HCl;131740-09-5;92.59259;nM;5;M006;C11;T13;1349200
OVCAR-8 R1;PID3-0726A1;1;A;400;DMSO;67-68-5;0.2;%;5;C008;A18;T14;2009040
